DOC_ID,REPOSITORY,BOOK_SOURCE,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V02_0169,"National Archives, Washington",,"1. Intercepted letters, Papers CC, 51, I, 29-32, NA. The letter, found on board the prize brig Betsey, was forwarded to Congress in George Washington's letter of December 18, 1775.",doc,/TaggedPDF-doc/div/doc[169]/src
NDAR_V02_0170,"Harvard University Library, Cambridge",,"1. Sparks Mss. No. 52, vol. II, HU. The journal from the above date to and including September 26, 1775 is in the hand of Arnold's secretary, Eleazer Oswald.",doc,/TaggedPDF-doc/div/doc[170]/src
NDAR_V02_0171,"Public Record Office, London",,"1. PRO, Admiralty 51/867.",doc,/TaggedPDF-doc/div/doc[171]/src
NDAR_V02_0172,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Gage Papers, CL.",doc,/TaggedPDF-doc/div/doc[172]/src
NDAR_V02_0173,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 128, BM.",doc,/TaggedPDF-doc/div/doc[173]/src
NDAR_V02_0174,"Maryland Historical Society, Baltimore",,"1. U.S. Naval Papers, MdHS.",doc,/TaggedPDF-doc/div/doc[174]/src
NDAR_V02_0175,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[175]/src
NDAR_V02_0176,"Public Record Office, London",,"1. PRO, Admiralty 51/804.",doc,/TaggedPDF-doc/div/doc[176]/src
NDAR_V02_0177,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[177]/src
NDAR_V02_0178,,,"1. New York Provincial Congress, I, 148.",doc,/TaggedPDF-doc/div/doc[178]/src
NDAR_V02_0179,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, II, 251, 252.",doc,/TaggedPDF-doc/div/doc[179]/src
NDAR_V02_0180,,,"1. Pennsylvania Colonial Records, X, 335, 336.",doc,/TaggedPDF-doc/div/doc[180]/src
NDAR_V02_0181,"Public Record Office, London",,"1. PRO, Admiralty 51/663.",doc,/TaggedPDF-doc/div/doc[181]/src
NDAR_V02_0184,,,"1. Maryland Gazette, Annapolis, October 5, 1775.",doc,/TaggedPDF-doc/div/doc[184]/src
NDAR_V02_0185,,"Wachovia Archives, Winston-Salem, N.C.; printed in Adelaide L. Fries, ed., Records of the Moravians in North Carolina, (Raleigh, 1925).","1. Adelaide L. Fries, ed., Records of the Moravians in North Carolina (Raleigh, 1925), II, 883. Hereafter cited as Fries, ed., Moravians in North Carolina.",doc,/TaggedPDF-doc/div/doc[185]/src
NDAR_V02_0186,"Public Record Office, London",,"1. PRO, Admiralty 51/968.",doc,/TaggedPDF-doc/div/doc[186]/src
NDAR_V02_0187,"South Carolina Historical Society, Charleston",,"1. Laurens Collection, SCHS.",doc,/TaggedPDF-doc/div/doc[187]/src
NDAR_V02_0188,,,"1. Pennsylvania Evening Post, October 5, 1775.",doc,/TaggedPDF-doc/div/doc[188]/src
NDAR_V02_0190,"South Carolina Historical Society, Charleston",,"1. Laurens Collection, No. 29, Letters of the Council of Safety, SCHS.",doc,/TaggedPDF-doc/div/doc[190]/src
NDAR_V02_0191,,,"1. South Carolina Historical and Genealogical Magazine, XXVII, 113, 114.",doc,/TaggedPDF-doc/div/doc[191]/src
NDAR_V02_0192,"Public Record Office, London",,"1. PRO, Colonial Office, 5/555.",doc,/TaggedPDF-doc/div/doc[192]/src
NDAR_V02_0193,,,"1. New York Gazette, October 9, 1775.",doc,/TaggedPDF-doc/div/doc[193]/src
NDAR_V02_0194,"Library of Congress, Washington",,"1. John Hancock Papers, III, 308, LC.",doc,/TaggedPDF-doc/div/doc[194]/src
NDAR_V02_0195,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 164, 103.",doc,/TaggedPDF-doc/div/doc[195]/src
NDAR_V02_0196,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 164, 104. The Council order omits the name of the gunner Justin Budd, which may have been deliberate, or an accidental omission on the part of the deputy secretary in issuing the order.",doc,/TaggedPDF-doc/div/doc[196]/src
NDAR_V02_0197,,,"1. Pennsylvania Colonial Records, X, 336-339.",doc,/TaggedPDF-doc/div/doc[197]/src
NDAR_V02_0199,,,"1. Purdie's Virginia Gazette, September 22, 1775.",doc,/TaggedPDF-doc/div/doc[199]/src
NDAR_V02_0200,,,"1. Purdie's Virginia Gazette, September 22, 1775.",doc,/TaggedPDF-doc/div/doc[200]/src
NDAR_V02_0201,"Public Record Office, London",,"1. PRO, Admiralty 51/968.",doc,/TaggedPDF-doc/div/doc[201]/src
NDAR_V02_0202,"South Carolina Historical Society, Charleston",,"1. Laurens Collection, No. 29, Letters of the Council of Safety, SCHS.",doc,/TaggedPDF-doc/div/doc[202]/src
NDAR_V02_0203,,,"1. South Carolina Historical and Genealogical Magazine, XXVII, 136, 137.",doc,/TaggedPDF-doc/div/doc[203]/src
NDAR_V02_0204,"South Carolina Historical Society, Charleston",,"1. Henry Laurens Collection, SCHS.",doc,/TaggedPDF-doc/div/doc[204]/src
NDAR_V02_0205,"Public Record Office, London",,"1. PRO, Admiralty 51/972.",doc,/TaggedPDF-doc/div/doc[205]/src
NDAR_V02_0206,"Library of Congress, Washington",,"1. John Hancock Papers, III, 308, LC.",doc,/TaggedPDF-doc/div/doc[206]/src
NDAR_V02_0207,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, III, 498, 499.",doc,/TaggedPDF-doc/div/doc[207]/src
NDAR_V02_0208,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 92-93, BM.",doc,/TaggedPDF-doc/div/doc[208]/src
NDAR_V02_0209,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct I, 128-129, BM.",doc,/TaggedPDF-doc/div/doc[209]/src
NDAR_V02_0211,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[211]/src
NDAR_V02_0212,"Public Record Office, London",,"1. PRO, Admiralty 51/960.",doc,/TaggedPDF-doc/div/doc[212]/src
NDAR_V02_0213,"Public Record Office, London",,"1. PRO, Admiralty 51/600.",doc,/TaggedPDF-doc/div/doc[213]/src
NDAR_V02_0214,,,"1. South Carolina Historical and Genealogical Magazine, I, 284.",doc,/TaggedPDF-doc/div/doc[214]/src
NDAR_V02_0215,"Library of Congress, Washington",,"1. John Hancock Papers, III, 308, LC.",doc,/TaggedPDF-doc/div/doc[215]/src
NDAR_V02_0216,,,"1. Fac Simile of Washington's Accounts From June, 1775, to June, 1783 (Washington, 1833), 5.",doc,/TaggedPDF-doc/div/doc[216]/src
NDAR_V02_0217,,,"1. Autograph Letters of George Washington: From the collection of Frederick S. Peck (Barrington, R.I., 1932).",doc,/TaggedPDF-doc/div/doc[217]/src
NDAR_V02_0218,"Public Record Office, London",,"1. PRO, Admiralty 51/375.",doc,/TaggedPDF-doc/div/doc[218]/src
NDAR_V02_0219,"Dominion (Public) Archives of Canada, Ottawa",,"1. Winslow Papers, DAC.",doc,/TaggedPDF-doc/div/doc[219]/src
NDAR_V02_0220,,,"1. Boston Gazette, Watertown, September 25, 1775.",doc,/TaggedPDF-doc/div/doc[220]/src
NDAR_V02_0221,"Public Record Office, London",,"1. PRO, Admiralty 51/960.",doc,/TaggedPDF-doc/div/doc[221]/src
NDAR_V02_0222,,,"1. A note by the editor of the New York Journal, in reprinting this paragraph, identifies ""the sloop here meant, is Capt. Wynn's."" See Daniel Roberdeau to John Thomas, September 6, 1775, with footnote.",doc,/TaggedPDF-doc/div/doc[222]/src
NDAR_V02_0223,"Yale University Library, New Haven",,"1. Shaw Letter Book, YUL.",doc,/TaggedPDF-doc/div/doc[223]/src
NDAR_V02_0224,,,"1. New York Provincial Congress, I, 150-151.",doc,/TaggedPDF-doc/div/doc[224]/src
NDAR_V02_0225,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, II, 253, 254.",doc,/TaggedPDF-doc/div/doc[225]/src
NDAR_V02_0226,"Library of Congress, Washington",,"1. Diary of Richard Smith, LC. Smith was a New Jersey delegate in the Continental Congress.",doc,/TaggedPDF-doc/div/doc[226]/src
NDAR_V02_0227,,,"1. L. H. Butterfield, ed., The Adams Papers, Series 1, Diary and Autobiography of John Adams (Cambridge, Mass., 1961), II, 176. Hereafter cited as Butterfield, ed., Diary and Autobiography of John Adams.",doc,/TaggedPDF-doc/div/doc[227]/src
NDAR_V02_0228,"Library of Congress, Washington",,"1. Woolsey & Salmon Letter Book, LC.",doc,/TaggedPDF-doc/div/doc[228]/src
NDAR_V02_0229,,,"1. Aspinwall Papers (Boston, 1871), Part II, 750.",doc,/TaggedPDF-doc/div/doc[229]/src
NDAR_V02_0230,"Public Record Office, London",,"1. PRO, Admiralty 51/968.",doc,/TaggedPDF-doc/div/doc[230]/src
NDAR_V02_0231,,,"1. South Carolina Historical and Genealogical Magazine, I, 285-290.",doc,/TaggedPDF-doc/div/doc[231]/src
NDAR_V02_0232,"South Carolina Historical Society, Charleston",,"1. Henry Laurens Letter Book, 1774-75, SCHS.",doc,/TaggedPDF-doc/div/doc[232]/src
NDAR_V02_0233,"Colonial Williamsburg, Williamsburg",,"1. Tucker-Coleman Papers, CW.",doc,/TaggedPDF-doc/div/doc[233]/src
NDAR_V02_0234,"Library of Congress, Washington",,"1. John Hancock Papers, III, 251-253, LC.",doc,/TaggedPDF-doc/div/doc[234]/src
NDAR_V02_0235,"Library of Congress, Washington",,"1. John Hancock Papers, III, 308-310, LC.",doc,/TaggedPDF-doc/div/doc[235]/src
NDAR_V02_0236,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Charles G. Slack Autograph Collection, MCL. Trumbull was commissary-general of the Continental Army.",doc,/TaggedPDF-doc/div/doc[236]/src
NDAR_V02_0237,"David Library of the American Revolution, Washington Crossing, Pennsylvania",,"1. Feinstone Collection, DLAR.",doc,/TaggedPDF-doc/div/doc[237]/src
NDAR_V02_0238,"Library of Congress, Washington",,"1. Washington Papers, Varick Transcripts, LC.",doc,/TaggedPDF-doc/div/doc[238]/src
NDAR_V02_0239,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Gage Papers, CL.",doc,/TaggedPDF-doc/div/doc[239]/src
NDAR_V02_0240,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Gage Papers, CL.",doc,/TaggedPDF-doc/div/doc[240]/src
NDAR_V02_0241,"Yale University Library, New Haven",,"1. Shaw Collection, Packet No. 3, YUL.",doc,/TaggedPDF-doc/div/doc[241]/src
NDAR_V02_0242,"National Archives, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 140-145, NA.",doc,/TaggedPDF-doc/div/doc[242]/src
NDAR_V02_0243,,,"1. New York Provincial Congress, I, 151-153.",doc,/TaggedPDF-doc/div/doc[243]/src
NDAR_V02_0244,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, II, 255.",doc,/TaggedPDF-doc/div/doc[244]/src
NDAR_V02_0245,,,"1. Pennsylvania Colonial Records, X, 339.",doc,/TaggedPDF-doc/div/doc[245]/src
NDAR_V02_0246,"Colonial Williamsburg, Williamsburg",,"1. Tucker-Coleman Papers, CW.",doc,/TaggedPDF-doc/div/doc[246]/src
NDAR_V02_0247,,,"1. Drayton, American Revolution, II, 91, 92.",doc,/TaggedPDF-doc/div/doc[247]/src
NDAR_V02_0248,"South Carolina Historical Society, Charleston",,"1. Laurens Collection, SCHS.",doc,/TaggedPDF-doc/div/doc[248]/src
NDAR_V02_0249,"South Carolina Historical Society, Charleston",,"1. Laurens Collection, No. 29, Letters of the Council of Safety, SCHS.",doc,/TaggedPDF-doc/div/doc[249]/src
NDAR_V02_0250,"Rhode Island Historical Society, Providence",,"1. Misc. Mss., RIHS.",doc,/TaggedPDF-doc/div/doc[250]/src
NDAR_V02_0251,"Library of Congress, Washington",,"1. Force Transcripts, LC.",doc,/TaggedPDF-doc/div/doc[251]/src
NDAR_V02_0252,"Library of Congress, Washington",,"1. John Hancock Papers, III, 220-222, LC.",doc,/TaggedPDF-doc/div/doc[252]/src
NDAR_V02_0253,"Library of Congress, Washington",,"1. John Hancock Papers, III, 310, LC.",doc,/TaggedPDF-doc/div/doc[253]/src
NDAR_V02_0254,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[254]/src
NDAR_V02_0255,"Public Record Office, London",,"1. PRO, Colonial Office, 5/92.",doc,/TaggedPDF-doc/div/doc[255]/src
NDAR_V02_0256,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 130, BM.",doc,/TaggedPDF-doc/div/doc[256]/src
NDAR_V02_0257,"American Antiquarian Society, Worcester","""Revolutionary Correspondence of Governor Nicholas Cooke,"" Proceedings of the American Antiquarian Society, New Series, XXXVI.","1. ""Revolutionary Correspondence of Governor Nicholas Cooke,"" Proceedings of the American Antiquarian Society, New Series, XXXVI, 273, 274. Hereafter cited as ""Nicholas Cooke Correspondence,"" AAS Proceedings.",doc,/TaggedPDF-doc/div/doc[257]/src
NDAR_V02_0258,"American Antiquarian Society, Worcester","""Revolutionary Correspondence of Governor Nicholas Cooke,"" Proceedings of the American Antiquarian Society, New Series, XXXVI.","1. ""Nicholas Cooke Correspondence,"" AAS Proceedings, New Series, XXXVI, 273-275. Grimes commanded the Rhode Island armed sloop Washington.",doc,/TaggedPDF-doc/div/doc[258]/src
NDAR_V02_0259,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[259]/src
NDAR_V02_0260,,"William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956). ","1. William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956), 241, 242. Hereafter cited as Sabine, ed., Memoirs of William Smith.",doc,/TaggedPDF-doc/div/doc[260]/src
NDAR_V02_0261,"National Archives, Washington",,"1. Papers CC (Letter Books of the President of Congress), 12A, NA.",doc,/TaggedPDF-doc/div/doc[261]/src
NDAR_V02_0262,,,"1. Hazard, et al., eds., Pennsylvania Archives, 2nd Series, I, 376-377.",doc,/TaggedPDF-doc/div/doc[262]/src
NDAR_V02_0263,,,"1. Pennsylvania Colonial Records, X, 340-341.",doc,/TaggedPDF-doc/div/doc[263]/src
NDAR_V02_0264,"Public Record Office, London",,"1. PRO, Admiralty 51/600.",doc,/TaggedPDF-doc/div/doc[264]/src
NDAR_V02_0265,,,"1. See Squire's letter to Dunmore, September 18, 1775.",doc,/TaggedPDF-doc/div/doc[265]/src
NDAR_V02_0266,"National Archives, Washington",,"1. Intercepted letters, Papers CC, 51, I, 87-88, NA. William Campbell was Royal Governor of South Carolina. His letter to Gage was forwarded to Congress in George Washington's letter of December 18, 1775. It was found, along with many other letters and papers, on board the prize brig Betsey, sent into Beverly by John Manley.",doc,/TaggedPDF-doc/div/doc[266]/src
NDAR_V02_0267,"New York Public Library, New York",,"1. Emmet Autograph Collection, NYPL.",doc,/TaggedPDF-doc/div/doc[267]/src
NDAR_V02_0268,"Library of Congress, Washington",,"1. John Hancock Papers, III, 311, LC.",doc,/TaggedPDF-doc/div/doc[268]/src
NDAR_V02_0269,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Nathaniel Bouton, ed., Provincial Papers: Documents and Records Relating to the Province of New Hampshire from 1764 to 1776 (Nashua, 1873), VII, 393. Hereafter cited as Bouton, ed., Documents and Records of New Hampshire. Wentworth was Royal Governor of New Hampshire. Theodore Atkinson was secretary of the Governor's Council.",doc,/TaggedPDF-doc/div/doc[269]/src
NDAR_V02_0271,"Harvard University Library, Cambridge",,"1. HUL. John Langdon was New Hampshire delegate in the Continental Congress, and owner of the ship Unity.",doc,/TaggedPDF-doc/div/doc[271]/src
NDAR_V02_0272,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[272]/src
NDAR_V02_0273,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 92, BM.",doc,/TaggedPDF-doc/div/doc[273]/src
NDAR_V02_0274,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Gage Papers, CL.",doc,/TaggedPDF-doc/div/doc[274]/src
NDAR_V02_0276,,,"1. Collections of the Connecticut Historical Society, II, 305, 306.",doc,/TaggedPDF-doc/div/doc[276]/src
NDAR_V02_0277,,,"1. New York Provincial Congress, I, 153.",doc,/TaggedPDF-doc/div/doc[277]/src
NDAR_V02_0278,,,"1. Captain Isaiah Stetson, master of the schooner Ninety-Two which had cleared for Bristol from Maryland May 3, 1775.",doc,/TaggedPDF-doc/div/doc[278]/src
NDAR_V02_0279,,,"1. Pinkney's Virginia Gazette, September 21, 1775.",doc,/TaggedPDF-doc/div/doc[279]/src
NDAR_V02_0280,,,"1. Pinkney's Virginia Gazette, September 21, 1775.",doc,/TaggedPDF-doc/div/doc[280]/src
NDAR_V02_0281,"South Carolina Historical Society, Charleston",,"1. Laurens Collection, No. 29, Letters of the Council of Safety, SCHS.",doc,/TaggedPDF-doc/div/doc[281]/src
NDAR_V02_0282,"Library of Congress, Washington",,"1. John Hancock Papers, III, 311, LC.",doc,/TaggedPDF-doc/div/doc[282]/src
NDAR_V02_0283,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, III, 514,515.",doc,/TaggedPDF-doc/div/doc[283]/src
NDAR_V02_0284,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[284]/src
NDAR_V02_0285,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS. Materials drawn from the Adams Papers in Massachusetts Historical Society are copyrighted and are printed by special permission of the Society.",doc,/TaggedPDF-doc/div/doc[285]/src
NDAR_V02_0287,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Gage Papers, CL.",doc,/TaggedPDF-doc/div/doc[287]/src
NDAR_V02_0288,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 130-132, BM.",doc,/TaggedPDF-doc/div/doc[288]/src
NDAR_V02_0289,"Public Record Office, London",,"1. PRO, Admiralty 51/629.",doc,/TaggedPDF-doc/div/doc[289]/src
NDAR_V02_0290,,"Peter Force, comp., American Archives, Fourth Series (Washington, 1837-1853).","1. New York Provincial Congress, I, 154. The petition of Christian Bergh, Jr., et al., is from Peter Force, comp., American Archives, Fourth Series (Washington, 1837-53), III, 907-908. Hereafter cited as Force, comp., American Archives.",doc,/TaggedPDF-doc/div/doc[290]/src
NDAR_V02_0291,,,"1. Pennsylvania Colonial Records, X, 341, 342.",doc,/TaggedPDF-doc/div/doc[291]/src
NDAR_V02_0292,"Maryland Historical Society, Baltimore",,"1. Smith Letter Book, MdHS.",doc,/TaggedPDF-doc/div/doc[292]/src
