"Philadelphia"	"LOCATION"	"in 1776 ... : ... 65 -LRB- The"																						
"National Archives"	"ORGANIZATION"																							
"Washington"	"LOCATION"	0																						
																								
		"Record Group 19 . -RRB-"																						
																								
		"xxi Page `` A New and Correct Chart of the Harbour of Corke ... '' ... 90 From The English Pilot ."																						
																								
		"For the"																						
"Southern Navigation"	"ORGANIZATION"	0																						
																								
		0																						
																								
		0																						
																								
																								
"J. Mount"	"PERSON"	"& T. Page "																						
"London"	"LOCATION"		" 1764 ."																					
																								
		"-LRB- Collections of The"																						
"Library of Congress"	"ORGANIZATION"																							
"Washington"	"LOCATION"	". -RRB-"																						
																								
																								
"Henry Laurens"	"PERSON"	"... 114 Stipple engraving "	" by B. Reading after"																					
"Du SimitiPre"	"PERSON"		" published by"																					
"William Richardson"	"PERSON"																							
"London"	"LOCATION"		" 1783 ."																					
																								
		"-LRB- Courtesy of the Prince - ton"																						
"University Library"	"ORGANIZATION"																							
"Princeton"	"ORGANIZATION"																							
"New Jersey"	"LOCATION"	". -RRB-"																						
																								
		"`` Hole in the Wall - Island of"																						
"Abaco"	"ORGANIZATION"	". ''"																						
																								
		"... "	" ... 135 Stipple engraving "	" by"																				
"Wells"	"PERSON"		" published in the"																					
"Naval Chronicle"	"LOCATION"																							
"London"	"LOCATION"		" June "	" 1803 ."																				
																								
		"-LRB- The"																						
"Navy Department Library"	"ORGANIZATION"		" Washing - ton . -RRB-"																					
																								
		"The"																						
"Bahamas"	"LOCATION"		" detail from `` An Index Map ."																					
																								
		0																						
																								
		0																						
																								
		"of the.West Indies ."																						
																								
		0																						
																								
		". ''"																						
																								
		"154 From"																						
"Thomas Jefferys"	"PERSON"		" The West-India Atlas "																					
"R. Sayer"	"PERSON"	"and"																						
"J. Bennett"	"PERSON"																							
"London"	"LOCATION"		" 1775 ."																					
																								
		"-LRB- Collections of The"																						
"Library of Congress"	"ORGANIZATION"																							
"Washington"	"LOCATION"	". -RRB-"																						
																								
		"0 `` A Plan and View of the Harbour and Town of"																						
"Providence"	"LOCATION"	"'' ... 176 Manuscript map of"																						
"New Providence"	"LOCATION"	"in the"																						
"Bahamas"	"LOCATION"		" from a sur - vey by Captain"																					
"Thomas Foley"	"PERSON"		" 1765 ."																					
																								
		"-LRB- Courtesy of the"																						
"Naval Li"	"LOCATION"	"- brary "																						
"London"	"LOCATION"	". -RRB-"																						
																								
		"Broadside resolutions of the"																						
"Continental Congress"	"ORGANIZATION"		" March 6 "	" 1776 ."																				
																								
		"197 Concerns colonial imports and exports ."																						
																								
		"-LRB- Courtesy of The"																						
"New - York Historical Society"	"ORGANIZATION"																							
"New York"	"LOCATION"	". -RRB-"																						
																								
		"A map and views of"																						
"Boston"	"LOCATION"	"and its environs ... 209 By Lieutenant"																						
"William Pierie"	"PERSON"																							
"Royal Regiment of Artillery"	"ORGANIZATION"		" 1773 ."																					
																								
		"-LRB- Courtesy of The British Museum "																						
"London"	"LOCATION"		" British Crown Copy - right . -RRB-"																					
																								
		0																						
																								
		"`` An Exact Draught of the Island of"																						
"New Providence One of the Bahama Islands"	"LOCATION"	0																						
																								
		0																						
																								
		". ''"																						
																								
		"... 226 Manuscript map "	" c. 1762 ."																					
																								
		0																						
																								
		"-LRB- Collections of The Library of Con - gress "																						
"Washington"	"LOCATION"	". -RRB-"																						
																								
		"A plan of a mortar and mortar bed ... 255 Line engraving "	" from"																					
